Sentences,Virtual,Video,Escorted,Self-Guided
" I want to see it in person, maybe On September 27th? Thanks in advance, Jason.",0,0,1,1
"Sounds good Justin. I desire to schedule a call  Tomorrow at 4:30 p.m.. I hope this works, Samantha.",1,0,0,0
"Wonderful. I wish a video tour, what about Today? Let me know.",1,1,0,0
"Hey Karl. I wish a tour with a leasing agent, what about On March 28th? Thanks in advance, Scott.",0,0,1,0
"Great Jenna. Can I get an online tour on March 23rd? I hope to hear back soon, John.",1,1,0,0
"Hey. I need a video tour, perhaps Today? See you soon.",1,1,0,0
"Cool John. I want to see it, but can't come in person, possibly Today? , Bradley.",1,1,0,0
"Good evening. I wish to see the unit in person, possibly On February 4th? See you soon, Shane.",0,0,1,1
Great. Could I see the unit on my own today? I hope to hear back soon.,0,1,0,1
"Great Ashley. I need someone with me on my tour, perhaps On March 18th? I hope to hear back soon, Mary.",0,0,1,0
"To whom it may concern, My sister wants to be accompanied on the tour, maybe Today at 4:30 p.m.? Thanks in advance, Jaclyn.",0,0,1,0
" I need to see it, but can't come in person, perhaps Today at 8:00 a.m.? Thanks in advance, John.",1,1,0,0
"To whom it may concern, Can my sister see the flat on July 19th? .",0,0,1,1
"Alright Stacie. I want to see it, but can't come in person  On September 26th. Let me know, Larry.",1,1,0,0
"Wonderful David. I would like to see the flat on my own, perhaps Today at 10:20 a.m.? Thanks.",0,1,0,1
"Sounds good Jerry. I want a Zoom tour, perhaps Tomorrow at 2:40 p.m.? See you soon, Cynthia.",1,0,0,0
"Hey. Could I schedule an appointment for tomorrow at 10:40 a.m.? I hope this works, James.",0,0,0,1
"Perfect David. I want a virtual tour On August 23rd. Thanks, Kaitlyn.",1,1,0,0
" My client wants to actually see the rental unit, possibly Tomorrow at 1:00 p.m.? I hope this works, Natalie.",0,0,1,1
Good morning Jennifer. Could I see the place in person today at 10:20 a.m.? Goodbye.,0,0,1,1
"Wonderful Brian. Can I see the unit in person today? I hope this works, Bradley.",0,0,1,1
" Could I see it in person today at 10:00 a.m.? I hope this works, Jay.",0,0,1,1
"Hi. My mother wants to actually see the community, maybe Today? Let me know, Samuel.",0,0,1,1
"Hello Jeanette. I would like to see it on my own, perhaps On July 11th? Goodbye, David.",1,1,0,1
"Hey Melissa. I would like someone with me on my tour, perhaps On August 10th? .",0,0,1,0
Hi Theresa. Can I get a 3D tour? See you soon.,1,1,0,0
"Good evening. I wish to have a look at the apartment, perhaps Tomorrow at 10:20 a.m.? Thanks in advance.",1,1,1,1
"Perfect. Can my mother be on sight on September 8th? I hope to hear back soon, Theresa.",0,0,1,1
"Good afternoon. Could I see it from my computer on July 8th? Let me know, Bernard.",1,1,0,0
"Perfect. My partner wants to be accompanied on the tour, what about Today at 3:30 p.m.? Goodbye, Morgan.",0,0,1,0
"Hi Jeremiah. My partner wants to be on sight, possibly Today at 3:30 p.m.? I hope to hear back soon.",0,0,1,1
"Hey Michael. I want to see the building in person, maybe Tomorrow at 3:20 p.m.? Thanks in advance, William.",0,0,1,1
"Good afternoon. I need an appointment  On November 5th. Thanks in advance, David.",0,0,1,1
"Perfect. I want a virtual tour, perhaps Today at 8:30 a.m.? .",1,1,0,0
"Wonderful Austin. Could I schedule a tour with no leasing agent today at 10:20 p.m.? See you soon, Cynthia.",0,0,0,1
"Cool Vanessa. Could I schedule a Zoom tour on October 10th? , Angelica.",1,0,0,0
"Good evening. I need a tour with a leasing agent, possibly Tomorrow at 9:30 a.m.? Goodbye.",0,0,1,0
"Sounds good Tiffany. My brother wants to have a virtual tour, what about Today at 3:20 p.m.? I hope to hear back soon, Rhonda.",1,0,0,0
"Alright Dana. I would like to see the rental unit in person, possibly Tomorrow? Let me know.",0,0,1,1
Sounds good Whitney. I want a video tour  Today at 9:20 a.m.. Thank you.,1,1,0,0
"Hello Logan. Can I see the unit in person at 4:10 p.m.? Goodbye, Becky.",0,0,1,1
"Great Leonard. I wish to see it in person, perhaps On March 27th? Thanks.",0,0,1,1
"Perfect Janet. Can I see the community on my own today? See you soon, Lauren.",0,1,0,1
"Hi. Today I'm traveling, so I can't visit the apartment. See you soon, Robert.",1,1,0,0
"Sounds good. My mother wants to be accompanied on the tour, maybe Today? Thanks, Melissa.",0,0,1,0
"Hi. I want to see it from my computer  On August 28th. , April.",1,1,0,0
"Wonderful. My mother wants to be accompanied on the tour, maybe Today at 8:20 a.m.? Thanks in advance, Richard.",0,0,1,0
"Hi Juan. I would like to be accompanied on my tour, what about On September 25th? I hope this works.",0,0,1,0
"Hi Donald. I wish to see the building in person, perhaps Today? Thank you.",0,0,1,1
". I want a Zoom tour  On March 11th. I hope this works, Gregory.",1,0,0,0
"Great Douglas. I wish to be accompanied on my tour, possibly Today at 9:00 a.m.? Thanks in advance, Brenda.",0,0,1,0
"Good evening Colin. My sister wants to be on sight, maybe Today at 8:40 a.m.? Thank you, Melissa.",0,0,1,1
"To whom it may concern, My mother wants to have a virtual tour, maybe Today at 3:10 p.m.? Goodbye, Sean.",1,0,0,0
Sounds good Lisa. Could I schedule a virtual tour for tomorrow at 9:00a.m.? Let me know.,1,1,0,0
"Hi Robert. I desire a Zoom tour, maybe Tomorrow at 3:10 p.m.? Thanks, Jennifer.",1,0,0,0
"Wonderful. I would like to be accompanied on my tour, what about Today at 4:00 p.m.? I hope this works, Zachary.",0,0,1,0
"Great. My father wants to actually see the apartment, perhaps On June 11th? See you soon.",0,0,1,1
"Good morning Angela. I need to see the unit in person, perhaps On September 25th? Thank you.",0,0,1,1
"Hello Alyssa. I wish to see it on my own  On November 25th. Thanks, Nicholas.",1,1,0,1
"Wonderful. Can I see it from my computer today? , Austin.",1,1,0,0
"Hi Casey. I would like to have a look at the building, perhaps On December 29th? Goodbye, Tanya.",1,1,1,1
"Great Christine. I desire an online tour, maybe Today? Thanks.",1,1,0,0
"Great. Today at 2:20 p.m. I'm out of the Country, so I can't visit the unit. Let me know, Austin.",1,1,0,0
"Good morning Heather. I want to see it from my computer, perhaps On November 9th? Thanks in advance, Benjamin.",1,1,0,0
"Hello Meagan. I desire someone with me on my tour, perhaps Tomorrow? I hope to hear back soon, Emily.",0,0,1,0
"Hey. I desire a tour without a leasing agent, perhaps Today at 10:40 a.m.? See you soon, Jonathan.",0,0,0,1
" Brandy. I want to see it on my own, maybe Tomorrow? Thanks.",1,1,0,1
"Good afternoon Jason. Can my sister see the flat on June 9th? I hope this works, Amber.",0,0,1,1
"Cool Ashley. I wish to have a look at the community, perhaps Today? I hope this works, Sandra.",1,1,1,1
"Hey Brandy. Could I see it from my computer on December 19th? , Kathleen.",1,1,0,0
"Good morning Karen. My husband wants to actually see the place, maybe On September 9th? Thanks in advance.",0,0,1,1
"Hey Hunter. I want to see it in person, possibly Tomorrow at 8:40 a.m.? Goodbye, Ashley.",0,0,1,1
"Hello James. I want a self guided tour, possibly On February 10th? Let me know, Andre.",0,0,0,1
"Good morning James. I want a video tour, what about On March 9th? Thanks, David.",1,1,0,0
"Cool. Can I get a 3D tour for tomorrow at 4:40 p.m.? Goodbye, Troy.",1,1,0,0
"Hi Shannon. I wish to see the building in person, maybe On May 22nd? , Regina.",0,0,1,1
"Cool Rodney. I need to see it from my computer, perhaps Tomorrow at 2:20 p.m.? Let me know.",1,1,0,0
"Good morning. My sister wants to see the unit in person, maybe On July 1st? Thank you.",0,0,1,1
"To whom it may concern, I wish a tour with a leasing agent, perhaps Tomorrow at 4:00 p.m.? Thank you, Elizabeth.",0,0,1,0
"Wonderful John. I want someone with me on my tour, maybe Tomorrow at 10:00 a.m.? , Cindy.",0,0,1,0
"Hello Megan. I desire to be able to talk to a leasing agent on my tour, possibly On December 15th? I hope to hear back soon, Brooke.",0,0,1,0
"To whom it may concern, My brother wants to be on sight, what about On May 24th? , Anita.",0,0,1,1
"Perfect. I want to see the rental unit on video  On October 13th. I hope to hear back soon, Maria.",1,1,0,0
"Alright Jonathan. I wish to see the community on my own, possibly Tomorrow? Thanks in advance, Jennifer.",0,1,0,1
"Hey Catherine. Could I be accompanied on my tour today at 8:40 a.m.? , Brady.",0,0,1,0
"Good afternoon Leon. I would like to see the unit on video, perhaps Today? I hope to hear back soon.",1,1,0,0
"Hi Melvin. I wish to see the place, perhaps On December 26th? Goodbye, Heather.",1,1,1,1
"Good morning Jason. I wish to see it from my computer, what about On October 28th? I hope to hear back soon, Stephanie.",1,1,0,0
"Hey. My husband wants to be on sight, what about On March 14th? I hope this works, Judy.",0,0,1,1
"Great. My brother wants to be accompanied on the tour, maybe Tomorrow at 2:30 p.m.? I hope this works.",0,0,1,0
"Great Bruce. Could I schedule a video tour for tomorrow at 4:00 p.m.? Goodbye, Audrey.",1,1,0,0
"To whom it may concern, I want a Zoom tour, possibly Tomorrow? Thanks in advance, Fernando.",1,0,0,0
"Hi. I desire to see it, but can't come in person, possibly Tomorrow at 2:30 p.m.? I hope this works, Destiny.",1,1,0,0
"Wonderful George. I would like to see the place on video  On August 24th. Thanks in advance, Kevin.",1,1,0,0
"Hi. I need to schedule a call, perhaps Today? Goodbye, Marc.",1,0,0,0
" I desire a tour without a leasing agent, maybe Today at 4:40 p.m.? Thank you, Ashley.",0,0,0,1
"Hey Desiree. I desire someone with me on my tour, possibly On August 19th? Thank you.",0,0,1,0
"To whom it may concern, I would like to see it on my own, perhaps On December 18th? I hope to hear back soon, Brandon.",1,1,0,1
"Hello Manuel. I want a tour with a leasing agent  Tomorrow at 3:00 p.m.. I hope this works, Kevin.",0,0,1,0
"Great Melissa. My father wants to be on sight  Tomorrow. Thanks in advance, Samuel.",0,0,1,1
Good afternoon. Could I see it in person today at 9:20 a.m.? I hope this works.,0,0,1,1
"Good afternoon Theresa. I desire to see the place in person, possibly Tomorrow at 3:20 p.m.? See you soon, Stacy.",0,0,1,1
 I need to see the rental unit in person  Today at 8:20 a.m.. Goodbye.,0,0,1,1
Great Zachary. I need a Zoom tour  Today. Thanks in advance.,1,0,0,0
"Wonderful. I need an online tour, what about On February 3rd? Thanks, Kimberly.",1,1,0,0
"Wonderful. I want to see the unit on my own, perhaps Tomorrow at 10:20 a.m.? Thanks in advance, Sarah.",0,1,0,1
"Good evening. I need a Zoom tour  Tomorrow at 10:20 a.m.. Thanks, Megan.",1,0,0,0
Good evening Scott. I desire to see it in person  Today at 3:40 p.m.. Goodbye.,0,0,1,1
Wonderful Heather. Today at 5:40 p.m. I can't be there in person. .,1,1,0,0
"Cool Tanya. I would like a Zoom tour, maybe Today at 8:20 a.m.? I hope to hear back soon, Carl.",1,0,0,0
"Hey. I want to be able to talk to a leasing agent on my tour, what about Tomorrow? Thanks in advance.",0,0,1,0
"Great Thomas. I would like to see the rental unit in person, what about Today at 9:00 a.m.? Let me know.",0,0,1,1
Cool Teresa. Can I see it in person today at 10:20 a.m.? I hope to hear back soon.,0,0,1,1
"Perfect Dylan. I would like a self guided tour  Today at 8:40 a.m.. Thanks in advance, Emma.",0,0,0,1
"Good evening Brian. Can I see the building on video on October 15th? Thanks, Patrick.",1,1,0,0
"Sounds good Austin. I would like a video tour, maybe On February 3rd? See you soon, Laura.",1,1,0,0
"Hey Anthony. My brother wants to actually see the unit  Today. Let me know, Yvonne.",0,0,1,1
"Alright Brandon. My wife wants to be on sight, maybe Tomorrow at 8:30 a.m.? Goodbye.",0,0,1,1
"Cool. I need an online tour, maybe On February 9th? I hope to hear back soon, Barbara.",1,1,0,0
"Hello Brent. My mother wants to see the unit in person, what about Today at 9:40 a.m.? See you soon, Clayton.",0,0,1,1
"To whom it may concern, Tomorrow at 10:40 a.m. I'm out of State, so I can't visit the flat. .",1,1,0,0
"To whom it may concern, Could I schedule a tour for today? Goodbye, Breanna.",0,0,0,1
Great Anthony. I desire to see the flat on my own  Today. I hope this works.,0,1,0,1
"Hey James. Can I see the apartment in person tomorrow at 3:30 p.m.? Goodbye, Shaun.",0,0,1,1
"Hi Joshua. I need to see the building in person  Tomorrow at 10:10 a.m.. Goodbye, Michelle.",0,0,1,1
"Wonderful Nancy. I would like to see it from my computer, what about On March 13th? I hope this works, Jeffrey.",1,1,0,0
"Perfect Robert. I want to see it in person, maybe Today at 8:30 a.m.? Thanks, Joshua.",0,0,1,1
"Cool. My partner wants to be on sight, what about Tomorrow at 9:30 a.m.? See you soon, Kelsey.",0,0,1,1
"Hey Nicole. I wish an appointment, what about Tomorrow at 3:30 p.m.? I hope this works.",0,0,1,1
"Good afternoon. I need to see it from my computer, possibly On October 17th? Thanks in advance, James.",1,1,0,0
" Nathan. I wish to schedule a call, what about Today at 9:00 a.m.? Thanks, Brenda.",1,0,0,0
"Cool Cynthia. I want a video tour, maybe Tomorrow? I hope this works, Thomas.",1,1,0,0
"Good evening. I need a Zoom tour, maybe Tomorrow at 8:10 a.m.? Thanks in advance, Shaun.",1,0,0,0
"Great Ashley. I would like to schedule a call, perhaps Today at 5:40 p.m.? Thanks, Melinda.",1,0,0,0
"Perfect Jill. I need a 3D tour, what about On January 28th? Thanks, Shelby.",1,1,0,0
"To whom it may concern, I want to schedule a call, maybe Tomorrow at 5:20 p.m.? I hope this works, Charles.",1,0,0,0
"Sounds good. I need to see the apartment on my own, maybe Today at 4:00 p.m.? Thanks.",0,1,0,1
"Perfect Beth. I would like an online tour, maybe Tomorrow at 3:00 p.m.? I hope this works, Caitlin.",1,1,0,0
"Perfect Kurt. I want to schedule a call, possibly On January 25th? Goodbye, Jose.",1,0,0,0
"Good afternoon Mark. I would like to have a look at the place, maybe Tomorrow at 10:10 a.m.? See you soon, Amber.",1,1,1,1
" Tyler. I wish to see it in person, possibly Today? Thank you.",0,0,1,1
"Hi Cindy. My wife wants to be accompanied on the tour  Tomorrow at 10:40 a.m.. See you soon, Chris.",0,0,1,0
"Hi. My mother wants to see the rental unit in person, possibly On October 6th? Thank you.",0,0,1,1
"Good afternoon. I wish a video tour, perhaps Tomorrow at 8:20 a.m.? I hope this works.",1,1,0,0
"Sounds good Joshua. I would like an online tour  Tomorrow at 1:10 p.m.. Thank you, Seth.",1,1,0,0
"Wonderful Jennifer. I would like to see the rental unit in person, possibly Tomorrow? Goodbye.",0,0,1,1
"Good evening Briana. I need a video tour  On December 1st. See you soon, Louis.",1,1,0,0
"Good evening Cory. I want to see the apartment in person  Today. I hope to hear back soon, Timothy.",0,0,1,1
"Cool. I would like to see it on my own, perhaps On February 1st? Goodbye.",1,1,0,1
"Cool Joseph. I would like a tour without a leasing agent, possibly On May 18th? Goodbye, Kayla.",0,0,0,1
Perfect Wendy. Today I can't be there in person. Let me know.,1,1,0,0
"To whom it may concern, I would like to see the unit in person, possibly On November 15th? Thanks, Kathy.",0,0,1,1
Hi Timothy. I would like to see the place in person  Today at 10:10 a.m.. Let me know.,0,0,1,1
"Hey Ashlee. I desire a 3D tour, what about On March 7th? Let me know, Robert.",1,1,0,0
"Hello Charles. Today at 5:40 p.m. I don't want a leasing agent for my tour. Thank you, Daniel.",0,1,0,1
 Teresa. I desire to be accompanied on my tour  On September 1st. Thank you.,0,0,1,0
" I wish to schedule a call, perhaps On September 27th? , Howard.",1,0,0,0
"Hey Amanda. I desire to be able to talk to a leasing agent on my tour, possibly On May 6th? Thanks in advance, David.",0,0,1,0
"To whom it may concern, My sister wants to be on sight, perhaps On May 11th? See you soon, Phillip.",0,0,1,1
"Hello Stephanie. I wish a tour without a leasing agent, what about On December 8th? , Lisa.",0,0,0,1
"Perfect Denise. Could I get someone with me on my tour today at 2:00 p.m.? Let me know, Amanda.",0,0,1,0
"Hey Christopher. I wish to see the place, possibly On June 20th? See you soon.",1,1,1,1
"To whom it may concern, I wish a virtual tour  Tomorrow. See you soon, Elizabeth.",1,1,0,0
"Sounds good Michael. I need to see it in person, possibly Today at 10:20 a.m.? Goodbye, Jennifer.",0,0,1,1
"Perfect. I desire to see the community in person, perhaps Tomorrow at 4:40 p.m.? Thanks in advance, Brian.",0,0,1,1
"Hey. Could I see the rental unit on my own today at 9:00 a.m.? Thanks in advance, Jeffrey.",0,1,0,1
"To whom it may concern, My mother wants to see the apartment in person, possibly Today at 9:10 a.m.? , Bonnie.",0,0,1,1
